StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Warning,consent,age,sex,own_formidability,own_imagination,timer_instr_First Click,timer_instr_Last Click,timer_instr_Page Submit,timer_instr_Click Count,instr,Q18_First Click,Q18_Last Click,Q18_Page Submit,Q18_Click Count,check1,time_First Click,time_Last Click,time_Page Submit,time_Click Count,non_g_check,time_First Click,time_Last Click,time_Page Submit,time_Click Count,gruesome_check,BP_AQ_1,BP_AQ_2,BP_AQ_3,BP_AQ_4,BP_AQ_5,BP_AQ_6,BP_AQ_7,BP_AQ_8,BP_AQ_9,height_1,height_11,motivated,win_next_fight,poison,visual_size_1,visual_size_2,visual_size_3,visual_size_4,visual_size_5,visual_size_6,visual_strength_1,visual_strength_2,visual_strength_3,visual_strength_4,visual_strength_5,visual_strength_6,comments,mTurkCode
2019-07-12 14:44:06,2019-07-12 14:48:15,0,96.227.58.9,100,248,1,2019-07-12 14:48:15,R_2V8yka0uxJQeY20,,,,,40.036407470703125,-75.22190093994140625,anonymous,EN,4,1,41,1,5,7,11.419,14.401,15.402,2,1,13.079,31.256,62.212,3,1,0,0,31.185,0,1,,,,,,4,3,3,3,4,4,4,3,3,5,10,7,6,3,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,4290095
2019-07-12 14:45:13,2019-07-12 14:48:19,0,173.80.118.202,100,186,1,2019-07-12 14:48:20,R_3ql1vGqM72RMZB5,,,,,38.235107421875,-81.55359649658203125,anonymous,EN,4,1,37,1,7,10,5.182,5.182,9.857,1,1,0,0,32.505,0,1,,,,,,0,0,28.627,0,2,5,5,5,5,5,5,5,5,5,6,0,10,7,6,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,1322043
2019-07-12 14:43:32,2019-07-12 14:48:20,0,73.101.116.217,100,287,1,2019-07-12 14:48:20,R_2CDin7P3aH2hE8k,,,,,39.8948974609375,-76.1464996337890625,anonymous,EN,4,1,31,1,10,8,13.39,13.39,14.163,1,1,0,0,59.586,0,1,0,0,24.662,0,1,,,,,,2,2,4,2,2,2,1,2,1,5,10,2,3,7,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,no,3099006
2019-07-12 14:44:01,2019-07-12 14:48:21,0,162.232.0.248,100,260,1,2019-07-12 14:48:22,R_3k1YkvBhnYUv0St,,,,,31.9506072998046875,-88.970703125,anonymous,EN,4,1,35,1,3,9,14.211,14.211,15.491,1,1,10.92,63.439,64.663,6,1,7.608,23.996,38.305,6,1,,,,,,5,5,5,5,5,5,5,5,5,5,9,1,9,9,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,simple study,7935789
2019-07-12 14:45:15,2019-07-12 14:48:22,0,97.120.227.132,100,187,1,2019-07-12 14:48:23,R_28BcKchq2I1E4dg,,,,,45.5110931396484375,-122.59999847412109375,anonymous,EN,4,1,28,2,8,9,9.757,9.757,10.786,1,1,0,0,28.451,0,1,0,0,21.281,0,1,,,,,,4,2,2,2,4,4,2,2,2,5,11,5,4,4,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,no,9834247
2019-07-12 14:43:18,2019-07-12 14:48:24,0,76.105.152.14,100,305,1,2019-07-12 14:48:24,R_3NIcPZw6NC7MpYJ,,,,,45.337799072265625,-122.5724029541015625,anonymous,EN,4,1,42,2,6,7,13.64,13.64,17.032,1,1,1.742,8.45,40.124,4,1,,,,,,1.808,8.816,30.821,3,2,5,4,5,4,5,5,5,5,5,6,1,10,9,8,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Nope.,1113141
2019-07-12 14:46:24,2019-07-12 14:48:28,0,75.38.182.192,100,124,1,2019-07-12 14:48:29,R_3NPqUZVmRBmLrt3,,,,,42.568603515625,-83.066802978515625,anonymous,EN,4,1,33,1,3,8,1.891,1.891,5.587,1,1,0,0,20.674,0,1,0,0,16.93,0,1,,,,,,2,2,2,2,2,2,2,2,2,5,9,4,3,3,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,,6595398
2019-07-12 14:43:55,2019-07-12 14:48:29,0,99.50.137.105,100,273,1,2019-07-12 14:48:29,R_33BaSb2HCTOAIX4,,,,,34.10040283203125,-118.2946014404296875,anonymous,EN,4,1,30,1,7,7,4.161,4.161,6.416,1,1,0,0,29.521,0,1,0,0,135.104,0,1,,,,,,4,3,3,3,4,4,3,3,3,5,9,6,6,6,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,,5505874
2019-07-12 14:45:21,2019-07-12 14:48:29,0,174.26.211.4,100,188,1,2019-07-12 14:48:29,R_VKKgualuSIUHyvL,,,,,33.5594024658203125,-112.09020233154296875,anonymous,EN,4,1,34,1,6,9,9.34,9.34,10.492,1,1,24.269,24.269,25.228,1,1,,,,,,22.823,22.823,23.24,1,2,5,4,4,4,5,4,5,5,4,6,0,10,9,7,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,None,4748971
2019-07-12 14:44:33,2019-07-12 14:48:30,0,47.201.52.99,100,236,1,2019-07-12 14:48:30,R_2sbgYBuc0GHq1g5,,,,,27.138397216796875,-82.4517974853515625,anonymous,EN,4,1,39,1,4,8,13.005,13.005,16.361,1,1,0,0,54.377,0,1,,,,,,0,0,26.575,0,2,5,4,4,4,5,5,5,4,5,5,10,10,8,6,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,8999274
2019-07-12 14:43:24,2019-07-12 14:48:30,0,191.96.97.58,100,306,1,2019-07-12 14:48:30,R_1opxKimzPM4Axtb,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,4,1,29,1,5,7,25.538,25.538,35.978,1,1,0,0,56.098,0,1,0,0,22.345,0,1,,,,,,3,3,3,3,3,2,3,3,3,5,5,6,5,6,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,,4345813
2019-07-12 14:45:48,2019-07-12 14:48:31,0,66.66.153.4,100,163,1,2019-07-12 14:48:32,R_2y7rDl3lgxP8Sut,,,,,43.220703125,-77.5991973876953125,anonymous,EN,4,1,42,1,6,9,2.423,6.79,11.516,2,1,10.743,36.811,37.513,3,1,,,,,,5.258,25.894,26.574,4,2,5,4,4,5,4,4,5,4,3,5,6,8,8,6,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,,2854711
2019-07-12 14:44:21,2019-07-12 14:48:32,0,172.75.5.156,100,251,1,2019-07-12 14:48:33,R_28UiTAschjFExDp,,,,,33.8820037841796875,-80.40399932861328125,anonymous,EN,4,1,31,2,3,8,1.405,58.482,65.099,5,1,0,0,40.36,0,1,1.113,36.25,38.089,14,1,,,,,,5,5,5,5,5,5,5,5,5,5,10,7,4,7,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,6698050
2019-07-12 14:46:07,2019-07-12 14:48:33,0,73.133.196.123,100,145,1,2019-07-12 14:48:33,R_1Cpa5InHY0QwSZj,,,,,38.9635009765625,-76.96720123291015625,anonymous,EN,4,1,32,1,8,6,3.075,3.67,6.464,2,1,0,0,16.078,0,1,0,0,12.421,0,1,,,,,,4,4,4,3,4,4,4,4,4,5,9,8,8,7,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,2697499
2019-07-12 14:44:53,2019-07-12 14:48:33,0,173.31.162.230,100,219,1,2019-07-12 14:48:33,R_3EMAvgTi1xUkpqQ,,,,,30.5760955810546875,-87.0662994384765625,anonymous,EN,4,1,55,2,1,7,1.275,8.246,11.513,2,1,0.933,0.933,51.81,1,4,2.172,2.172,17.412,1,1,,,,,,4,3,2,4,4,3,4,2,2,5,11,7,8,9,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,,1689685
2019-07-12 14:45:02,2019-07-12 14:48:35,0,173.23.118.83,100,212,1,2019-07-12 14:48:35,R_VWE5ZjsZtgeEXkZ,,,,,40.8087005615234375,-91.11699676513671875,anonymous,EN,4,1,31,2,2,6,10.252,11.749,16.464,2,1,0,0,37.747,0,1,,,,,,0,0,29.514,0,2,5,5,5,5,5,5,5,5,5,5,11,3,8,9,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,,3852992
2019-07-12 14:44:12,2019-07-12 14:48:35,0,96.253.7.234,100,262,1,2019-07-12 14:48:35,R_3hfOfO9KM2foC1L,,,,,41.6338043212890625,-71.1808013916015625,anonymous,EN,4,1,36,2,4,8,10.387,10.387,11.423,1,1,0,0,95.448,0,1,,,,,,0,0,19.442,0,2,5,4,4,5,5,5,5,4,4,6,1,8,7,8,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,1047295
2019-07-12 14:43:54,2019-07-12 14:48:37,0,69.115.99.73,100,282,1,2019-07-12 14:48:38,R_2QmmyXQxrLjdBa6,,,,,40.5802001953125,-74.35939788818359375,anonymous,EN,4,1,27,1,4,6,5.128,5.128,6.422,1,1,0,0,26.417,0,1,,,,,,0,0,70.263,0,2,2,2,4,2,4,1,2,3,2,5,7,9,7,7,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,,4960402
2019-07-12 14:44:28,2019-07-12 14:48:38,0,168.150.21.209,100,249,1,2019-07-12 14:48:38,R_1jdHa7jsksg3jMR,,,,,38.5558929443359375,-121.739105224609375,anonymous,EN,4,1,26,2,1,6,1.557,9.27,10.201,4,1,6.058,19.524,40.1,2,1,,,,,,4.983,8.7,30.527,9,2,5,3,4,4,5,2,5,5,5,5,10,9,9,10,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,No,7995774
2019-07-12 14:44:46,2019-07-12 14:48:39,0,71.28.32.101,100,233,1,2019-07-12 14:48:39,R_D5FWhFCrQf7dNJf,,,,,31.72479248046875,-83.2494964599609375,anonymous,EN,4,1,30,2,3,10,10.218,16.056,17.121,2,1,0,0,41.24,0,1,0,0,16.544,0,1,,,,,,4,2,2,2,4,1,4,4,2,5,8,10,4,8,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,I found it VERY interesting! :),3027516
2019-07-12 14:45:21,2019-07-12 14:48:39,0,67.174.163.67,100,198,1,2019-07-12 14:48:39,R_YXpNMI1bDsKLss1,,,,,32.10699462890625,-81.24990081787109375,anonymous,EN,4,1,39,1,5,7,15.142,15.142,16.799,1,1,0,0,37.225,0,1,,,,,,0,0,21.452,0,2,5,5,5,5,5,4,5,5,5,6,0,10,8,10,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Thanks!,730839
2019-07-12 14:44:59,2019-07-12 14:48:40,0,68.226.240.203,100,220,1,2019-07-12 14:48:40,R_325akhE8VWj4oNP,,,,,29.94659423828125,-92.24160003662109375,anonymous,EN,4,1,39,1,6,10,13.412,13.412,14.691,1,1,0,0,37.342,0,1,,,,,,0,0,34.782,0,2,4,3,3,3,4,3,4,3,3,6,1,6,6,6,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Thank you,9188831
2019-07-12 14:45:00,2019-07-12 14:48:41,0,104.137.50.124,100,220,1,2019-07-12 14:48:41,R_2vZEH0LPLgWFkiR,,,,,32.4994964599609375,-86.36409759521484375,anonymous,EN,4,1,24,2,3,10,1.275,17.842,18.829,3,1,1.242,1.242,44.681,1,1,,,,,,0,0,20.49,0,2,5,5,5,3,5,5,5,5,5,5,10,10,8,5,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,,2667111
2019-07-12 14:46:27,2019-07-12 14:48:41,0,67.170.91.244,100,134,1,2019-07-12 14:48:41,R_r8d11MUKddmFppT,,,,,47.0110931396484375,-122.875,anonymous,EN,4,1,30,2,5,3,1.984,1.984,7.987,1,1,27.182,27.182,28.291,1,1,,,,,,8.806,8.806,11.755,1,1,4,3,2,3,4,3,4,4,3,5,5,7,8,4,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,,2074251
2019-07-12 14:43:29,2019-07-12 14:48:42,0,174.228.141.148,100,313,1,2019-07-12 14:48:43,R_pSsjs5tjcK4Yv3b,,,,,27.8502044677734375,-82.30970001220703125,anonymous,EN,4,1,55,1,7,7,19.789,25.615,26.778,2,1,0,0,78.688,0,1,0,0,28.092,0,1,,,,,,5,4,4,4,4,4,5,5,4,6,0,6,7,7,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,6551792
2019-07-12 14:44:17,2019-07-12 14:48:45,0,70.15.69.46,100,267,1,2019-07-12 14:48:45,R_323jfdldCFkZEt6,,,,,40.5928955078125,-75.10250091552734375,anonymous,EN,4,1,32,2,4,9,1.937,1.937,9.653,1,1,0,0,53.345,0,1,,,,,,0,0,75.462,0,2,3,3,3,3,3,3,3,3,3,6,1,5,5,5,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,9439473
2019-07-12 14:45:15,2019-07-12 14:48:45,0,70.190.211.102,100,209,1,2019-07-12 14:48:45,R_31ingkq745K2eZC,,,,,33.3907928466796875,-111.91840362548828125,anonymous,EN,4,1,29,1,4,8,3.171,3.171,7.568,1,1,0,0,27.715,0,1,,,,,,27.173,27.173,28.14,1,2,4,2,2,3,4,3,4,3,3,5,11,6,4,8,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,8501277
2019-07-12 14:45:37,2019-07-12 14:48:47,0,73.140.210.86,100,189,1,2019-07-12 14:48:47,R_1MLlXIbVQVMiodr,,,,,47.169097900390625,-122.506500244140625,anonymous,EN,4,1,37,2,3,7,10.763,10.763,11.691,1,1,0,0,44.228,0,1,,,,,,0,0,16.87,0,2,4,4,5,3,4,5,5,5,4,6,0,10,7,10,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,7600889
2019-07-12 14:45:21,2019-07-12 14:48:48,0,75.55.154.34,100,207,1,2019-07-12 14:48:48,R_2zunKOzXggX6JnX,,,,,36.609893798828125,-88.30319976806640625,anonymous,EN,4,1,37,1,2,9,1.473,22.018,23.28,3,1,1.403,3.723,36.715,2,1,,,,,,1.528,4.568,25.97,2,2,5,5,5,4,5,5,5,5,5,6,1,10,9,9,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,6064267
2019-07-12 14:46:01,2019-07-12 14:48:48,0,24.247.213.198,100,167,1,2019-07-12 14:48:49,R_sd14oqJIoVQmCqd,,,,,43.641998291015625,-84.267303466796875,anonymous,EN,4,1,39,1,6,8,3.598,3.598,13.41,1,1,0,0,22.119,0,1,,,,,,0,0,29.944,0,2,5,3,4,4,4,4,5,5,4,5,10,8,6,10,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,no,1091220
2019-07-12 14:44:13,2019-07-12 14:48:53,0,174.27.188.94,100,279,1,2019-07-12 14:48:53,R_1gcPRTXuQvRN18W,,,,,43.613800048828125,-116.3972015380859375,anonymous,EN,4,1,27,1,5,9,5.157,5.157,10.853,1,1,0,0,37.739,0,1,,,,,,0,0,16.709,0,2,5,5,4,3,5,5,5,5,3,5,11,8,8,9,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,"The demographic questions about sex and gender are unclear.  You don't distinguish between biological sex and gender and do not give options for intersex, non-binary, or transgender people.  Those folks either can't complete your survey or will fudge their answers to fit the available options, which isn't good for your data.  ",2138511
2019-07-12 14:43:06,2019-07-12 14:48:53,0,24.158.137.134,100,346,1,2019-07-12 14:48:53,R_1rAZ2GusDuwU0Cl,,,,,36.3339996337890625,-82.343902587890625,anonymous,EN,4,1,38,1,7,7,36.938,36.938,59.181,1,1,0,0,91.845,0,1,,,,,,0,0,36.772,0,2,4,5,5,5,5,4,5,5,5,6,0,9,7,9,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,none,9986605
2019-07-12 14:45:17,2019-07-12 14:48:54,0,97.85.200.183,100,216,1,2019-07-12 14:48:55,R_2CBXyssfGkXXuT4,,,,,39.7064056396484375,-91.38390350341796875,anonymous,EN,4,1,61,1,6,8,12.501,12.501,13.679,1,1,0,0,45.272,0,1,,,,,,0,0,18.69,0,2,5,5,5,5,5,5,5,5,5,5,10,10,8,9,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,,8631080
2019-07-12 14:45:50,2019-07-12 14:49:02,0,68.199.66.45,100,192,1,2019-07-12 14:49:03,R_3Dd1kTJveWADbap,,,,,40.282501220703125,-74.34239959716796875,anonymous,EN,4,1,33,1,8,8,8.583,8.583,10.645,1,1,0,0,18.748,0,1,0,0,23.704,0,1,,,,,,4,4,3,2,4,2,5,5,4,6,3,8,8,3,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,"Nope, good study",620831
2019-07-12 14:46:48,2019-07-12 14:49:04,0,129.120.144.27,100,135,1,2019-07-12 14:49:04,R_3qrjjLz3iiOB90x,,,,,33.2147979736328125,-97.1331024169921875,anonymous,EN,4,1,27,2,5,7,5.233,5.233,6.405,1,1,0,0,31.466,0,1,,,,,,0,0,19.587,0,2,5,5,5,5,5,5,5,5,5,6,2,10,8,7,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,4638964
2019-07-12 14:45:08,2019-07-12 14:49:07,0,66.91.75.29,100,238,1,2019-07-12 14:49:07,R_30vEev1oJ373nuk,,,,,21.4535064697265625,-158.0193023681640625,anonymous,EN,4,1,33,2,6,6,18.596,18.596,21.999,1,1,2.336,2.336,56.265,1,1,0,0,28.907,0,1,,,,,,4,2,2,2,4,4,4,4,2,5,10,4,3,7,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,,3830361
2019-07-12 14:43:15,2019-07-12 14:49:08,0,104.4.233.225,100,353,1,2019-07-12 14:49:08,R_a8DhOZCStK1hvk5,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,4,1,45,2,5,7,21.698,21.698,23.646,1,1,0,0,71.727,0,1,,,,,,0,0,92.682,0,2,5,5,5,5,5,5,5,5,5,5,9,10,8,9,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,NONE,4855488
2019-07-12 14:46:53,2019-07-12 14:49:12,0,72.216.72.106,100,139,1,2019-07-12 14:49:13,R_33lE6AqPY7zY6Wi,,,,,32.8946075439453125,-111.749298095703125,anonymous,EN,4,1,26,1,4,8,3.649,3.649,6.816,1,1,0.887,23.443,24.365,2,4,0,0,11.972,0,1,,,,,,5,5,5,5,5,4,5,5,5,5,3,8,7,9,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,,4894476
2019-07-12 14:45:17,2019-07-12 14:49:13,0,68.43.95.173,100,235,1,2019-07-12 14:49:13,R_30czf1DQM38JRcl,,,,,42.2422027587890625,-83.18070220947265625,anonymous,EN,4,1,38,2,2,5,22.769,22.769,24.268,1,1,0,0,53.336,0,1,,,,,,0,0,18.992,0,2,4,4,3,3,4,4,4,3,3,5,10,7,5,7,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,no,1347573
2019-07-12 14:44:42,2019-07-12 14:49:15,0,73.107.78.103,100,272,1,2019-07-12 14:49:15,R_1DSS19oeNv7inw4,,,,,26.6291961669921875,-81.9680023193359375,anonymous,EN,4,1,62,2,2,10,20.961,20.961,22.115,1,1,0,0,53.061,0,1,,,,,,0,0,30.88,0,2,5,5,5,5,5,5,5,5,5,6,0,10,6,6,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,na,8770654
2019-07-12 14:43:59,2019-07-12 14:49:16,0,47.216.178.157,100,316,1,2019-07-12 14:49:16,R_1eCOthkd9rJ8Q0Z,,,,,35.2633056640625,-114.02230072021484375,anonymous,EN,4,1,42,2,6,8,8.432,8.432,11.372,1,1,0,0,63.574,0,1,0,0,24.634,0,1,,,,,,1,1,1,1,1,1,1,1,1,5,5,1,1,10,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,no but it was fun!,1612265
2019-07-12 14:46:48,2019-07-12 14:49:17,0,50.207.248.226,100,149,1,2019-07-12 14:49:17,R_bjboLghUprgnxrH,,,,,42.781097412109375,-71.21559906005859375,anonymous,EN,4,1,29,1,7,9,1.953,1.953,6.278,1,1,20.141,20.141,30.373,1,1,0,0,19.341,0,1,,,,,,3,2,2,2,3,3,3,3,2,5,10,6,5,2,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,3330002
2019-07-12 14:45:41,2019-07-12 14:49:19,0,192.208.251.76,100,217,1,2019-07-12 14:49:19,R_3r0YBpHE62FxEcN,,,,,34.076202392578125,-118.3029022216796875,anonymous,EN,4,1,29,1,6,10,7.113,7.113,8.567,1,1,8.373,8.373,28.465,1,1,,,,,,0,0,35.553,0,2,5,4,4,4,4,5,5,5,5,5,10,8,8,6,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,no,9672603
2019-07-12 14:45:39,2019-07-12 14:49:21,0,24.234.228.155,100,222,1,2019-07-12 14:49:21,R_1HjDp1A3u9bc3vK,,,,,36.1172027587890625,-115.05280303955078125,anonymous,EN,4,1,34,2,7,4,2.233,19.416,20.362,17,1,3.617,30.074,30.745,20,1,,,,,,3.762,21.371,22.988,11,2,5,3,4,2,4,4,4,5,4,6,1,8,9,8,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,,8808145
2019-07-12 14:44:47,2019-07-12 14:49:23,0,184.101.190.53,100,276,1,2019-07-12 14:49:24,R_1pKi6ifvG51mVfq,,,,,33.5131988525390625,-112.08300018310546875,anonymous,EN,4,1,22,1,8,9,13.455,13.455,14.854,1,1,0,0,55.237,0,1,,,,,,0,0,26.519,0,2,5,4,3,3,5,5,5,5,5,5,9,9,8,7,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,6401311
2019-07-12 14:45:17,2019-07-12 14:49:25,0,66.129.39.138,100,247,1,2019-07-12 14:49:25,R_1QAdeFyegaVxBz2,,,,,45.0124969482421875,-84.67230224609375,anonymous,EN,4,1,51,2,9,9,1.898,1.898,7.914,1,1,0,0,49.493,0,1,0,0,26.178,0,1,,,,,,4,2,3,3,4,1,3,4,3,5,10,7,6,6,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,no,7217204
2019-07-12 14:45:31,2019-07-12 14:49:29,0,65.189.53.245,100,238,1,2019-07-12 14:49:30,R_3Gq5GsRHB9EWmgH,,,,,39.8025970458984375,-84.01540374755859375,anonymous,EN,4,1,53,2,3,10,11.52,11.52,12.529,1,1,0,0,46.982,0,1,0,0,22.545,0,1,,,,,,3,2,4,5,5,4,5,5,4,6,0,8,9,10,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,NO,3089342
2019-07-12 14:44:20,2019-07-12 14:49:32,0,216.228.243.6,100,312,1,2019-07-12 14:49:33,R_2c6BUwDwgS5E7Yh,,,,,21.62530517578125,-157.9409942626953125,anonymous,EN,4,1,23,2,7,10,9.219,10.946,15.903,3,1,0,0,65.476,0,1,,,,,,109.261,109.261,109.914,1,2,5,5,5,5,5,3,5,5,5,6,2,10,10,10,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,,4136582
2019-07-12 14:44:45,2019-07-12 14:49:33,0,70.180.197.226,100,287,1,2019-07-12 14:49:33,R_2VaUBwnfAMWhL5w,,,,,36.12359619140625,-115.27570343017578125,anonymous,EN,4,1,35,1,7,10,2.284,2.284,16.36,1,1,46.14,49.124,50.143,2,1,,,,,,16.09,44.714,46.18,2,2,5,4,4,5,4,5,5,4,5,6,2,7,8,8,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,"This was very interesting. Thank you. ",2688598
2019-07-12 14:46:09,2019-07-12 14:49:34,0,174.202.4.125,100,205,1,2019-07-12 14:49:35,R_tMv2gz3qi3gQToR,,,,,40.70989990234375,-73.95909881591796875,anonymous,EN,4,1,35,1,9,10,1.942,1.942,11.532,1,1,0,0,61.871,0,1,,,,,,0,0,27.849,0,2,4,3,4,4,3,2,3,4,4,5,8,7,8,7,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,Off,,6918267
2019-07-12 14:45:14,2019-07-12 14:49:35,0,70.62.120.46,100,260,1,2019-07-12 14:49:35,R_2fCfYy4HZ5iG2Si,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,4,1,35,1,6,8,6.742,6.742,14.062,1,1,0,0,52.956,0,1,0,0,20.825,0,1,,,,,,4,2,1,1,3,3,4,2,2,5,5,6,7,7,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,4580937
2019-07-12 14:44:33,2019-07-12 14:49:35,0,73.205.250.66,100,301,1,2019-07-12 14:49:35,R_54ObnkH7UZKPaRX,,,,,26.2975006103515625,-80.18160247802734375,anonymous,EN,4,1,38,2,2,8,7.886,8.618,9.038,2,1,0,0,38.641,0,1,0,0,20.219,0,1,,,,,,4,4,2,2,4,2,5,4,5,6,0,4,8,8,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,,9577010
2019-07-12 14:43:34,2019-07-12 14:49:38,0,24.63.85.127,100,363,1,2019-07-12 14:49:38,R_02oluKSc9DpJqyR,,,,,41.869598388671875,-72.37180328369140625,anonymous,EN,4,1,28,2,3,10,10.368,10.368,11.909,1,1,0,0,68.045,0,1,,,,,,0,0,23.236,0,2,5,1,1,1,2,2,5,2,1,5,11,9,8,9,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,I think the fisherman did what he had to do to make sure he survived. It was also probably a tradition of his people to gouge out the eyes and tongue - possibly religious in nature.,5179885
2019-07-12 14:47:12,2019-07-12 14:49:44,0,130.160.85.105,100,151,1,2019-07-12 14:49:44,R_XM2aplrpOLZIx9v,,,,,33.3072052001953125,-87.58589935302734375,anonymous,EN,4,1,34,2,1,7,11.33,11.33,12.191,1,1,2.313,3.841,33.401,3,1,,,,,,0,0,18.019,0,2,5,5,5,5,5,5,5,5,5,5,10,10,10,10,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,,4801497
2019-07-12 14:46:43,2019-07-12 14:49:47,0,73.85.203.85,100,183,1,2019-07-12 14:49:47,R_1Qfu5pRch0c8y9I,,,,,25.78070068359375,-80.295196533203125,anonymous,EN,4,1,39,2,7,6,2.759,9.942,10.696,3,1,16.715,16.715,17.577,1,1,0,0,34.43,0,1,,,,,,4,3,4,4,3,2,5,3,4,5,2,7,7,8,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,,457976
2019-07-12 14:44:33,2019-07-12 14:49:50,0,99.99.17.80,100,316,1,2019-07-12 14:49:50,R_42z6UZR1MW3E7NT,,,,,28.0160064697265625,-80.672698974609375,anonymous,EN,4,1,21,2,7,9,2.761,15.362,18.919,2,1,0,0,37.111,0,1,0,0,17.678,0,1,,,,,,3,1,2,2,2,3,3,2,2,5,8,1,6,8,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Thank you for the opportunity!,2013776
2019-07-12 14:45:39,2019-07-12 14:49:57,0,24.40.128.103,100,257,1,2019-07-12 14:49:57,R_3PuYGyRcujPPU8P,,,,,36.0229034423828125,-78.94640350341796875,anonymous,EN,4,1,44,2,6,10,11.097,11.097,13.556,1,1,0,0,40.497,0,1,,,,,,0,0,26.298,0,2,4,5,4,4,5,3,5,5,4,6,1,10,8,7,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,,7677165
2019-07-12 14:44:53,2019-07-12 14:49:58,0,99.43.19.67,100,304,1,2019-07-12 14:49:58,R_31HkBpI09YGhFUX,,,,,25.69580078125,-80.36260223388671875,anonymous,EN,4,1,32,2,3,9,32.838,32.838,35.381,1,1,0,0,58.228,0,1,0,0,18.296,0,1,,,,,,2,2,2,2,2,2,3,2,2,5,10,5,5,7,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,NA,1221970
